Week,PossessionID,Side,Notes,HeightSortedLineup,IncompleteResult,Duration,2FGA,2FGM,3PA,3PM,FTA,FTM,TOV,ORB,FOUL,PTS,Team_DefPoss,Team_AllowMiddle,Team_AllowPaintTouch,Team_AllowUC3,Team_AllowOBoard,Team_Deflections
3,116,Defense,P11,SD-SN-EF-AM7-MH,False,0:09.5,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
3,117,Defense,P11,SD-SN-EF-AM7-MH,False,0:09.7,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
3,118,Defense,P11,SD-SN-EF-AM7-MH,False,0:27.2,0,0,0,0,0,0,0,0,0,0,True,False,True,True,True,True
3,119,Defense,P11,MS-DP-AC-IK-KJ,False,0:11.7,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
3,120,Defense,P11,SD-SI-EF-AM7-MH,False,0:14.3,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False
3,121,Defense,P11,MS-DP-AC-IK-KJ,False,0:16.1,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
3,122,Defense,P11,SD-SN-SI-AM7-MH,False,0:22.2,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False
3,123,Defense,P11,MS-DP-AC-IK-KJ,False,0:26.8,0,0,0,0,0,0,0,0,0,0,True,False,True,False,False,False
3,124,Defense,P11,SD-SN-SI-EF-MH,False,0:08.9,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False
3,125,Defense,P11,SD-SN-SI-EF-MH,False,0:18.7,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
3,126,Defense,P11,SD-SN-SI-EF-MH,False,0:29.0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,True,False
3,127,Defense,P11,SD-SN-SI-EF-MH,False,0:12.3,0,0,0,0,0,0,0,0,0,0,True,False,True,False,False,False
3,128,Defense,P11,MS-DP-AC-IK-KJ,False,0:23.4,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,False
3,129,Defense,P11,SD-SN-SI-EF-MH,False,0:28.1,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False
3,130,Defense,P11,MS-DP-AC-IK-KJ,False,0:12.2,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
3,131,Offense,P11,MS-DP-AC-IK-KJ,False,0:21.2,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
3,132,Defense,P11,MS-DP-AC-IK-KJ,False,0:11.1,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
3,133,Defense,P11,SD-SN-SI-EF-MH,False,0:23.3,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
